valid_time,latitude,longitude,number,expver,sp,u10,v10,t2m,tp,lat,lon,Aykırı_Sütun
1977-06-01,36.29,43.31,0,1,966.8580999999999,1.5560622,0.08839643,31.866600000000005,0.019065773999999997,36.29,43.31,u10
1978-04-01,37.79,44.06,0,1,749.545,1.3596506,1.438603,1.2643000000000484,2.386762,37.79,44.06,u10
1978-04-01,37.79,44.31,0,1,758.325,1.6612253,1.6032149,1.9845200000000318,1.4842881,37.79,44.31,u10
1978-04-01,37.79,44.56,0,1,782.91,1.7895212,1.4426314,4.567530000000033,1.1199249999999998,37.79,44.56,u10
1978-04-01,37.79,44.81,0,1,814.625,1.7660227,1.2925459,7.813620000000014,0.7407202,37.79,44.81,u10
1978-04-01,37.54,44.56,0,1,775.92,1.6354685,1.5240523,3.0553199999999947,1.5463962,37.54,44.56,u10
1978-04-01,37.54,44.81,0,1,801.47,1.8061838,1.5007979,5.830700000000036,0.95690624,37.54,44.81,u10
1978-04-01,37.29,44.81,0,1,792.65,1.962678,1.4326216,4.726700000000051,1.6129149999999999,37.29,44.81,u10
1978-04-01,37.04,44.81,0,1,812.755,1.6297922,1.086186,6.69204000000002,1.9803776,37.04,44.81,u10
1978-09-01,36.29,43.31,0,1,972.5725,1.4678928,-0.44204926,28.87856000000005,0.0,36.29,43.31,u10
1978-12-01,37.79,44.31,0,1,760.07875,1.3841,1.081729,-5.159999999999968,2.533122,37.79,44.31,u10
1978-12-01,37.79,44.56,0,1,785.31875,1.5166683,0.8991729,-3.8140599999999836,2.0660600000000002,37.79,44.56,u10
1978-12-01,37.79,44.81,0,1,817.94375,1.411871,0.72113335,-1.8308999999999855,1.389428,37.79,44.81,u10
1978-12-01,37.54,44.81,0,1,804.29375,1.3310604,0.92267144,-1.8785199999999804,2.5436123999999998,37.54,44.81,u10
1978-12-01,37.29,44.81,0,1,795.07375,1.3283138,0.8910552,-2.04061999999999,4.856511,37.29,44.81,u10
1979-07-01,36.29,43.31,0,1,966.155,1.375412,-0.10413575,34.087800000000016,0.0,36.29,43.31,u10
1979-10-01,37.29,44.81,0,1,799.4906,1.295745,1.074799,10.444000000000017,1.7641282,37.29,44.81,u10
1980-04-01,37.54,44.81,0,1,803.04625,1.3213575,1.184906,6.641500000000008,3.256421,37.54,44.81,u10
1980-04-01,37.29,44.81,0,1,794.10125,1.4269483,1.0696411,5.36318,4.61195,37.29,44.81,u10
1981-12-01,37.79,44.56,0,1,787.195,1.2632589,0.795926,-2.701999999999998,0.9840762000000001,37.79,44.56,u10
1982-07-01,36.29,43.31,0,1,966.3375,1.6547225,-0.2044468,32.209130000000016,0.0,36.29,43.31,u10
1983-07-01,36.54,43.31,0,1,954.0394,1.3065135,-0.3591056,31.611720000000048,0.0,36.54,43.31,u10
1983-07-01,36.29,43.31,0,1,966.4244,1.8155468,-0.4655509,32.92324000000002,0.0,36.29,43.31,u10
1983-07-01,36.29,43.56,0,1,965.9994,1.4331005,-0.28348303,32.415430000000015,0.0,36.29,43.56,u10
1983-08-01,36.29,43.31,0,1,966.7625,1.6216462,-0.48454303,31.17153000000002,0.03829808,36.29,43.31,u10
1983-11-01,36.29,43.31,0,1,982.46125,-1.4848194,-0.61025834,15.361469999999997,1.860685,36.29,43.31,u10
1983-11-01,36.29,43.56,0,1,982.12125,-1.4491749,-0.6515181,15.134420000000034,2.9544302,36.29,43.56,u10
1983-11-01,36.29,43.81,0,1,974.54125,-1.6354542,-0.3914473,14.843400000000031,3.8619705,36.29,43.81,u10
1983-11-01,36.29,44.06,0,1,954.49125,-1.6401539,-0.070524454,14.154440000000022,4.577821999999999,36.29,44.06,u10
1984-04-01,37.79,44.31,0,1,759.5475,1.3701632,1.5602582,2.151270000000011,2.5932423,37.79,44.31,u10
1984-04-01,37.79,44.56,0,1,784.1975,1.4588473,1.4283612,4.560940000000016,1.8894307,37.79,44.56,u10
1984-04-01,37.79,44.81,0,1,815.9875,1.3517306,1.4001629,7.345600000000047,1.0395877,37.79,44.81,u10
1984-04-01,37.54,44.56,0,1,777.1075,1.4491427,1.4190838,3.36220000000003,2.9652945,37.54,44.56,u10
1984-04-01,37.54,44.81,0,1,802.7475,1.525986,1.5215008,5.849019999999996,1.8599860000000001,37.54,44.81,u10
1984-04-01,37.29,44.81,0,1,793.8275,1.659714,1.3662274,4.797750000000008,2.9430023999999997,37.29,44.81,u10
1984-04-01,37.04,44.81,0,1,813.8075,1.3329318,0.94654965,6.23965000000004,3.0644766999999997,37.04,44.81,u10
1984-08-01,36.29,43.31,0,1,966.105,1.450547,-0.19672203,30.984280000000012,0.0,36.29,43.31,u10
1985-02-01,37.79,44.31,0,1,752.6056,1.3335302,1.6291342,-9.12973999999997,4.6620304,37.79,44.31,u10
1985-02-01,37.79,44.56,0,1,778.0506,1.4319189,1.3298788,-7.938329999999951,3.679269,37.79,44.56,u10
1985-02-01,37.79,44.81,0,1,810.9105999999999,1.3213232,1.1053305,-6.024759999999958,2.1848612999999997,37.79,44.81,u10
1985-02-01,37.54,44.56,0,1,770.8206,1.3741186,1.5393515,-8.212999999999965,6.756299,37.54,44.56,u10
1985-02-01,37.54,44.81,0,1,797.2805999999999,1.4604223,1.4557333,-6.729829999999993,4.4970447,37.54,44.81,u10
1985-02-01,37.29,44.81,0,1,788.2106,1.5993993,1.4479208,-7.3460399999999595,8.327239,37.29,44.81,u10
1985-02-01,37.04,44.81,0,1,809.1856,1.3381689,1.1284628,-5.863869999999963,10.455601999999999,37.04,44.81,u10
1985-06-01,36.29,43.31,0,1,968.005,1.5452397,-0.47246218,30.982320000000016,0.00029802322,36.29,43.31,u10
1986-12-01,37.79,44.56,0,1,786.0,1.3185978,0.58627224,-8.412449999999978,1.8743956,37.79,44.56,u10
1986-12-01,37.79,44.81,0,1,819.03,1.4349918,0.60137844,-6.856299999999976,1.2338841,37.79,44.81,u10
1986-12-01,37.54,44.81,0,1,805.165,1.3110905,0.6487112,-7.04061999999999,2.1130526,37.54,44.81,u10
1987-01-01,37.79,44.31,0,1,761.61875,1.4715805,1.302248,-6.488869999999963,1.3972963,37.79,44.31,u10
1987-01-01,37.79,44.56,0,1,786.86375,1.5257187,1.1301899,-5.378999999999962,0.9296383,37.79,44.56,u10
1987-01-01,37.79,44.81,0,1,819.53375,1.3432846,1.0526752,-3.632669999999962,0.24633063,37.79,44.81,u10
1987-01-01,37.54,44.56,0,1,779.63875,1.3944321,1.1453266,-5.4769000000000005,2.1247114000000002,37.54,44.56,u10
1987-01-01,37.54,44.81,0,1,805.95875,1.4901962,1.2319355,-4.404639999999972,1.0627950000000002,37.54,44.81,u10
1987-01-01,37.29,44.81,0,1,796.80875,1.4818954,1.0202045,-4.5896999999999935,2.6785578,37.29,44.81,u10
1987-04-01,37.29,44.81,0,1,795.7519,1.2600969,1.020294,2.918360000000007,3.0217476000000003,37.29,44.81,u10
1987-05-01,37.29,44.81,0,1,797.625,1.2627345,1.0486734,12.92568,0.94960874,37.29,44.81,u10
1988-01-01,36.29,44.06,0,1,954.3156,-1.4732399,0.11552906,4.564840000000004,5.986782000000001,36.29,44.06,u10
1988-11-01,37.79,44.31,0,1,762.4194,1.2842588,1.2982423,-2.9278299999999717,1.1938117,37.79,44.31,u10
1988-11-01,37.79,44.56,0,1,787.4944,1.3114195,1.1302125,-0.6201999999999543,0.8840463,37.79,44.56,u10
1988-11-01,37.54,44.56,0,1,780.2594,1.2935362,1.1123292,-2.0548,1.5852354000000002,37.54,44.56,u10
1988-11-01,37.54,44.81,0,1,806.3444000000001,1.435504,1.2158449,0.16543000000001484,0.9136698000000001,37.54,44.81,u10
1988-11-01,37.29,44.81,0,1,797.2444,1.4081602,1.0733888,-0.6470699999999852,1.7333528999999999,37.29,44.81,u10
1988-12-01,37.54,44.81,0,1,804.0506,1.3166409,0.88739395,-3.0989699999999516,2.398228,37.54,44.81,u10
1988-12-01,37.29,44.81,0,1,794.7905999999999,1.2645779,0.7633095,-3.64609999999999,3.9862150000000005,37.29,44.81,u10
1989-01-01,37.79,44.81,0,1,818.4394,1.3204985,-0.025411606,-10.014999999999986,0.65716915,37.79,44.81,u10
1989-06-01,36.54,43.31,0,1,957.37875,1.4198356,-0.067325115,30.2919,0.017532577,36.54,43.31,u10
1989-06-01,36.29,43.31,0,1,969.95875,1.9046378,-0.102237225,31.50332000000003,0.010529031999999999,36.29,43.31,u10
1989-06-01,36.29,43.56,0,1,969.51375,1.5682731,0.09869051,31.609280000000012,0.014328828,36.29,43.56,u10
1989-06-01,36.29,43.81,0,1,962.26375,1.2696891,0.13039827,31.21377000000001,0.025310983,36.29,43.81,u10
1989-07-01,36.29,43.31,0,1,965.4569,1.6954976,0.24293667,35.61147,0.0,36.29,43.31,u10
1989-07-01,36.29,43.56,0,1,965.0069,1.3866597,0.3844772,35.88345000000004,0.0,36.29,43.56,u10
1989-08-01,36.29,43.31,0,1,967.3494000000001,1.3347483,-0.21569782,34.08755000000002,0.006253211,36.29,43.31,u10
1990-02-01,36.29,44.06,0,1,951.04,-1.4588718,0.11274719,7.26260000000002,4.9611849999999995,36.29,44.06,u10
1990-06-01,36.29,43.31,0,1,968.4730999999999,1.457094,0.27346617,31.61318,0.0003048142,36.29,43.31,u10
1990-09-01,36.29,43.31,0,1,972.155,1.2780426,-0.72464335,28.087800000000016,0.0,36.29,43.31,u10
1991-04-01,37.29,44.81,0,1,795.9644000000001,1.3293328,1.0013332,7.356100000000026,3.1931829,37.29,44.81,u10
1991-05-01,37.29,44.81,0,1,794.90125,1.2878706,0.82195634,10.407129999999995,1.8644844999999999,37.29,44.81,u10
1991-07-01,36.29,43.31,0,1,964.7325,1.4649885,0.0076096654,34.544340000000034,0.0,36.29,43.31,u10
1991-08-01,36.29,43.31,0,1,966.2225,1.3811371,0.14177597,33.686180000000036,0.0,36.29,43.31,u10
1992-01-01,37.79,44.81,0,1,816.9944,1.3321018,0.30618858,-9.348500000000001,1.6170164999999999,37.79,44.81,u10
1992-07-01,36.29,43.31,0,1,966.4131,1.4656956,-0.36457998,31.87393000000003,0.0,36.29,43.31,u10
1993-01-01,37.79,44.81,0,1,818.3444000000001,1.3784189,0.32812405,-8.00473999999997,1.2709503,37.79,44.81,u10
1995-07-01,36.29,43.31,0,1,963.42625,1.4708033,0.14495373,33.270399999999995,0.0,36.29,43.31,u10
1995-08-01,36.29,43.31,0,1,966.3480999999999,1.509712,-0.37392217,32.95327000000003,0.0,36.29,43.31,u10
1996-01-01,36.29,43.31,0,1,982.2931,-1.4513884,-0.8340349,8.04507000000001,5.4766154,36.29,43.31,u10
1996-01-01,36.29,43.81,0,1,974.0631,-1.5541105,-0.72612476,7.617819999999995,6.267569,36.29,43.81,u10
1996-01-01,36.29,44.06,0,1,953.3781,-1.6453581,-0.35979176,6.746730000000014,6.469748,36.29,44.06,u10
1996-09-01,37.79,44.06,0,1,755.2781,1.2858082,1.2211857,12.669820000000016,0.39536064000000004,37.79,44.06,u10
1996-09-01,37.79,44.31,0,1,763.8281,1.4613758,1.2578068,13.150300000000016,0.41907583000000004,37.79,44.31,u10
1996-09-01,37.54,44.56,0,1,780.7330999999999,1.4137989,1.2450504,14.612700000000018,0.39178436000000005,37.54,44.56,u10
1996-09-01,37.54,44.81,0,1,805.5481,1.322002,1.0739079,16.698630000000037,0.26831334,37.54,44.81,u10
1996-09-01,37.29,44.81,0,1,796.8131,1.5937306,1.1849918,16.426170000000013,0.22603129,37.29,44.81,u10
1996-09-01,37.04,44.81,0,1,816.0431,1.5287586,0.9487857,17.903700000000015,0.20468538,37.04,44.81,u10
1996-09-01,36.79,44.81,0,1,827.3181,1.2818714,0.43371004,19.16885000000002,0.25204127,36.79,44.81,u10
1997-04-01,37.79,44.31,0,1,759.4531,1.2925212,1.3325716,1.3163000000000125,2.01555,37.79,44.31,u10
1997-04-01,37.79,44.56,0,1,784.1431,1.3734233,1.2792879,3.86318,1.5878269999999999,37.79,44.56,u10
1997-04-01,37.79,44.81,0,1,815.9981,1.2602031,1.2935091,6.9842800000000125,0.9206126,37.79,44.81,u10
1997-04-01,37.54,44.56,0,1,777.0331,1.2750957,1.2386996,2.359770000000026,2.648432,37.54,44.56,u10
1997-04-01,37.54,44.81,0,1,802.7330999999999,1.3664653,1.3726717,4.913960000000031,1.6730616,37.54,44.81,u10
1997-04-01,37.29,44.81,0,1,793.7981,1.3899944,1.1307894,3.4086000000000354,2.6206563,37.29,44.81,u10
1997-07-01,36.29,43.31,0,1,964.4680999999999,1.27303,-0.6141961,33.67617000000001,0.005464768,36.29,43.31,u10
1997-08-01,36.29,43.31,0,1,968.1044,1.7517608,-0.08079964,31.839,0.0,36.29,43.31,u10
1997-08-01,36.29,43.56,0,1,967.6744,1.4133209,0.057994306,31.722800000000007,0.0,36.29,43.56,u10
1997-10-01,37.79,44.31,0,1,766.2344,1.261101,0.93237185,7.437160000000006,0.58543566,37.79,44.31,u10
1997-10-01,37.29,44.81,0,1,799.9394,1.2763903,0.96029544,10.585100000000011,0.38993245,37.29,44.81,u10
1998-03-01,37.79,44.56,0,1,783.3844,1.2666466,1.0558267,-0.607029999999952,2.8104289000000002,37.79,44.56,u10
1998-03-01,37.54,44.81,0,1,802.2644,1.3104088,1.1786599,0.7918999999999983,3.2107336,37.54,44.81,u10
1998-03-01,37.29,44.81,0,1,793.1644,1.2971337,1.0125833,-0.4785999999999717,5.374144,37.29,44.81,u10
1999-02-01,37.79,44.31,0,1,758.8375,1.3983836,1.0666398,-5.561379999999986,3.1538908,37.79,44.31,u10
1999-02-01,37.79,44.56,0,1,784.0375,1.4552073,0.99959266,-3.7058999999999855,2.5567715,37.79,44.56,u10
1999-02-01,37.79,44.81,0,1,816.5825,1.3178172,0.96449745,-1.010599999999954,1.5504067000000001,37.79,44.81,u10
1999-02-01,37.54,44.56,0,1,776.7475,1.2887034,1.0079545,-4.013530000000003,4.438371,37.54,44.56,u10
1999-02-01,37.54,44.81,0,1,802.9975,1.3907542,1.1222123,-1.9441999999999666,3.0797427,37.54,44.81,u10
1999-02-01,37.29,44.81,0,1,793.8375,1.3810496,0.9798478,-2.951030000000003,5.1614945,37.29,44.81,u10
1999-05-01,37.79,44.31,0,1,763.3194,1.2760427,0.8078113,9.943500000000029,1.4872663,37.79,44.31,u10
1999-08-01,36.29,43.31,0,1,967.16,1.537916,-0.8307617,35.07680000000005,0.005339384,36.29,43.31,u10
2000-04-01,37.79,44.31,0,1,761.9381,1.2588668,1.1724316,4.7020500000000425,1.5738851,37.79,44.31,u10
2000-04-01,37.79,44.56,0,1,786.3681,1.309648,1.1489941,7.496970000000033,1.2299663,37.79,44.56,u10
2000-04-01,37.54,44.56,0,1,779.2981,1.2710738,1.0523144,5.747950000000003,1.8301851,37.54,44.56,u10
2000-04-01,37.54,44.81,0,1,804.7180999999999,1.3542037,1.2196728,8.616600000000005,1.4058,37.54,44.81,u10
2000-04-01,37.29,44.81,0,1,795.8231,1.410356,1.0522534,7.330470000000048,2.0536429,37.29,44.81,u10
2000-05-01,37.79,44.31,0,1,762.1681,1.2673137,1.2551105,9.46768000000003,1.5628536000000002,37.79,44.31,u10
2000-05-01,37.54,44.56,0,1,779.2481,1.359782,1.186507,10.993550000000027,1.4030833,37.54,44.56,u10
2000-05-01,37.54,44.81,0,1,804.3831,1.2570293,0.93934506,13.536040000000014,1.1175473,37.54,44.81,u10
2000-05-01,37.29,44.81,0,1,795.4981,1.488383,1.1021259,12.85880000000003,0.998934,37.29,44.81,u10
2000-05-01,37.04,44.81,0,1,814.8580999999999,1.3548687,0.8283221,14.429100000000005,0.6930728,37.04,44.81,u10
2001-02-01,37.79,44.81,0,1,817.10625,1.2704239,0.6624,-1.2510699999999702,0.9747578299999999,37.79,44.81,u10
2001-04-01,37.29,44.81,0,1,795.8144,1.3926041,1.1502395,8.497700000000009,2.108111,37.29,44.81,u10
2001-08-01,36.29,43.31,0,1,967.665,1.3429201,-0.6421251,35.15103000000005,0.0,36.29,43.31,u10
2002-04-01,37.54,44.81,0,1,801.705,1.3422453,1.1187541,6.182520000000011,2.2996978,37.54,44.81,u10
2002-04-01,37.29,44.81,0,1,792.79,1.4971526,1.1244915,4.892970000000048,4.1579325,37.29,44.81,u10
2002-08-01,36.29,43.31,0,1,967.0006,1.6596599,-0.08480555,33.4418,0.0,36.29,43.31,u10
2002-08-01,36.29,43.56,0,1,966.5756,1.2930217,0.009463251,33.34658000000002,0.0,36.29,43.56,u10
2002-09-01,36.29,43.31,0,1,973.9775,1.2766585,-0.80765826,29.549220000000048,0.00060962844,36.29,43.31,u10
2003-10-01,37.79,44.31,0,1,765.56,1.2608333,1.1560869,9.00576000000001,1.6547752999999998,37.79,44.31,u10
2003-10-01,37.54,44.56,0,1,782.735,1.2536616,1.0915117,10.572170000000028,1.8461659,37.54,44.56,u10
2003-10-01,37.29,44.81,0,1,799.09,1.3707271,1.0732927,12.303600000000017,1.8384173000000001,37.29,44.81,u10
2004-02-01,37.79,44.56,0,1,784.33375,1.2770543,1.0225341,-4.194919999999968,2.8478492,37.79,44.56,u10
2004-02-01,37.54,44.81,0,1,803.40875,1.3022008,1.1411865,-2.4549299999999903,3.192364,37.54,44.81,u10
2004-02-01,37.29,44.81,0,1,794.20375,1.300797,1.0398376,-3.314799999999991,4.9656024,37.29,44.81,u10
2004-08-01,36.29,43.31,0,1,966.9756,1.5291574,-0.14971042,33.31850000000003,0.0,36.29,43.31,u10
2005-01-01,36.29,44.06,0,1,953.2981,-1.4535723,0.06432533,5.913960000000031,4.731343,36.29,44.06,u10
2005-03-01,37.79,44.31,0,1,758.3981,1.3455825,1.334093,-0.9739699999999516,1.8075904999999999,37.79,44.31,u10
2005-03-01,37.79,44.56,0,1,783.3981,1.3529067,1.1738147,0.7643000000000484,1.4053783,37.79,44.56,u10
2005-03-01,37.79,44.81,0,1,815.6631,1.2761855,0.9735583,3.073880000000031,0.74317073,37.79,44.81,u10
2005-03-01,37.54,44.81,0,1,802.2330999999999,1.3148818,1.2156543,1.9200700000000097,1.6839704,37.54,44.81,u10
2005-03-01,37.29,44.81,0,1,793.2130999999999,1.447145,1.1773852,1.1280800000000113,3.0625066999999997,37.29,44.81,u10
2005-07-01,36.29,43.31,0,1,965.23625,1.3079269,-0.5438493,35.20962000000003,0.0,36.29,43.31,u10
2006-02-01,37.79,44.56,0,1,784.0880999999999,1.268157,0.80278075,-4.473500000000001,3.7307192000000002,37.79,44.56,u10
2006-02-01,37.79,44.81,0,1,816.7731,1.2522879,0.65971434,-2.4305200000000013,2.4702002000000003,37.79,44.81,u10
2006-06-01,36.29,43.31,0,1,969.81625,1.2664788,-1.0816317,32.99478000000005,0.013110383,36.29,43.31,u10
2007-01-01,37.79,44.81,0,1,820.375,1.2926455,0.53984547,-8.008899999999983,1.1230004,37.79,44.81,u10
2008-03-01,37.79,44.31,0,1,760.6525,1.4245027,1.2081248,2.3641600000000267,1.2645095,37.79,44.31,u10
2008-03-01,37.79,44.56,0,1,785.3125,1.4551424,1.0902048,3.845600000000047,1.0303229,37.79,44.56,u10
2008-03-01,37.79,44.81,0,1,817.1575,1.3489412,0.95586646,5.8355999999999995,0.6974309,37.79,44.81,u10
2008-03-01,37.54,44.56,0,1,778.1675,1.2805818,1.1384836,3.5038000000000125,1.6466349,37.54,44.56,u10
2008-03-01,37.54,44.81,0,1,803.8525,1.3994783,1.156367,4.875400000000013,1.1946529,37.54,44.81,u10
2008-03-01,37.29,44.81,0,1,794.8475,1.39368,1.0485178,4.645650000000046,1.9083589,37.29,44.81,u10
2008-04-01,37.79,44.31,0,1,762.43125,1.5088248,1.033951,6.8382799999999975,0.5533428,37.79,44.31,u10
2008-04-01,37.79,44.56,0,1,786.78125,1.5055289,1.0020602,9.20840000000004,0.4532666,37.79,44.56,u10
2008-04-01,37.79,44.81,0,1,818.19125,1.3731742,0.9622043,12.026760000000024,0.28488348,37.79,44.81,u10
2008-04-01,37.54,44.56,0,1,779.69125,1.3602958,0.99635345,8.064840000000004,0.7343919,37.54,44.56,u10
2008-04-01,37.54,44.81,0,1,805.05625,1.4066215,1.0390475,10.443750000000023,0.60805987,37.54,44.81,u10
2008-04-01,37.29,44.81,0,1,796.11625,1.4550529,0.93678313,9.73720000000003,0.68879436,37.29,44.81,u10
2008-05-01,37.79,44.31,0,1,761.1006,1.3503817,1.4068882,8.663720000000012,1.1041352,37.79,44.31,u10
2008-05-01,37.79,44.56,0,1,785.3656,1.2699069,1.2710545,10.877100000000041,1.0570475,37.79,44.56,u10
2008-05-01,37.54,44.56,0,1,778.2855999999999,1.4135836,1.3833287,9.923500000000047,1.4938900000000002,37.54,44.56,u10
2008-05-01,37.54,44.81,0,1,803.5206,1.3700961,1.2279637,12.265770000000032,1.2340733,37.54,44.81,u10
2008-05-01,37.29,44.81,0,1,794.6356,1.6016024,1.2992527,11.67446000000001,1.1284539,37.29,44.81,u10
2008-05-01,37.04,44.81,0,1,814.1106,1.5334262,0.9958469,13.32534000000004,0.7384607000000001,37.04,44.81,u10
2008-06-01,36.29,43.31,0,1,967.0681,1.2743695,-0.4994943,31.768460000000005,0.016095637,36.29,43.31,u10
2008-07-01,36.29,43.31,0,1,964.20125,1.2882241,-0.09118831,34.80337000000003,0.0012192568,36.29,43.31,u10
2008-09-01,37.79,44.31,0,1,764.605,1.3496433,1.0849353,14.181050000000027,0.7209847699999999,37.79,44.31,u10
2008-09-01,37.54,44.56,0,1,781.45,1.3102452,0.9866077,15.637100000000032,0.80043776,37.54,44.56,u10
2008-09-01,37.29,44.81,0,1,797.485,1.3635899,0.9462329,17.242580000000032,0.82422,37.29,44.81,u10
2008-09-01,37.04,44.81,0,1,816.58,1.2714268,0.76904786,18.814840000000004,0.6392369999999999,37.04,44.81,u10
2009-01-01,37.79,44.81,0,1,819.4155999999999,1.3337231,0.4220276,-6.473239999999976,0.41755196,37.79,44.81,u10
2009-01-01,37.54,44.81,0,1,805.5156,1.3521557,0.5165405,-6.81626,0.49882289999999996,37.54,44.81,u10
2009-02-01,37.54,44.81,0,1,801.9005999999999,1.2799683,1.1549351,-0.40512999999998556,1.8669276,37.54,44.81,u10
2009-02-01,37.29,44.81,0,1,792.7406,1.3450928,1.0492833,-1.4563999999999737,2.8402715,37.29,44.81,u10
2009-03-01,37.29,44.81,0,1,792.7569,1.2810235,0.9406068,0.2557600000000093,5.4605464,37.29,44.81,u10
2009-04-01,37.54,44.81,0,1,802.9531,1.265229,0.9284406,4.899069999999995,1.2932776,37.54,44.81,u10
2009-04-01,37.29,44.81,0,1,793.8831,1.4009101,0.8569989,4.159330000000011,1.8748997,37.29,44.81,u10
2009-05-01,37.79,44.56,0,1,787.5031,1.3017216,1.0433567,11.043600000000026,0.96396566,37.79,44.56,u10
2009-05-01,37.54,44.56,0,1,780.4081,1.2950993,1.0168674,9.921530000000018,1.0821915000000002,37.54,44.56,u10
2009-05-01,37.54,44.81,0,1,805.6181,1.3651371,1.0082614,12.59292000000005,0.7754958000000001,37.54,44.81,u10
2009-05-01,37.29,44.81,0,1,796.7130999999999,1.3974247,0.9597995,11.790200000000027,0.89339376,37.29,44.81,u10
2009-07-01,36.29,43.31,0,1,964.4269,1.3547285,-0.16575557,34.05460000000005,0.0,36.29,43.31,u10
2010-01-01,36.29,44.06,0,1,954.54,-1.4618092,0.40886104,10.305080000000032,2.9547121,36.29,44.06,u10
2010-10-01,37.29,44.81,0,1,798.78875,1.2812762,1.0639687,12.207670000000007,0.6574641,37.29,44.81,u10
2011-04-01,37.29,44.81,0,1,793.7544,1.3886681,1.2553825,6.099270000000047,4.812328,37.29,44.81,u10
2012-01-01,37.79,44.56,0,1,783.2431,1.2787437,0.90402716,-6.358499999999992,1.1196258000000001,37.79,44.56,u10
2012-01-01,37.54,44.81,0,1,802.3580999999999,1.2716026,0.9773914,-4.551369999999963,1.2198808,37.54,44.81,u10
2012-03-01,37.79,44.31,0,1,757.2719000000001,1.296242,0.94783944,-5.150729999999953,2.2861626999999998,37.79,44.31,u10
2012-03-01,37.79,44.56,0,1,782.5519,1.424721,0.9283387,-3.587259999999958,1.9333032,37.79,44.56,u10
2012-03-01,37.79,44.81,0,1,815.2019,1.4200823,0.8804261,-1.2566999999999666,1.359072,37.79,44.81,u10
2012-03-01,37.54,44.81,0,1,801.5619,1.3408587,1.032068,-2.043299999999988,2.5189784,37.54,44.81,u10
2012-03-01,37.29,44.81,0,1,792.3469,1.2542193,0.87700814,-2.678079999999966,3.9847759999999997,37.29,44.81,u10
2012-05-01,37.54,44.56,0,1,779.9075,1.262648,1.1867137,11.479880000000037,1.6536293999999998,37.54,44.56,u10
2012-05-01,37.54,44.81,0,1,805.0375,1.2557205,1.1419749,13.842200000000048,1.3177572,37.54,44.81,u10
2012-05-01,37.29,44.81,0,1,796.1825,1.3990921,1.1444163,13.060450000000003,1.2883125,37.29,44.81,u10
2013-01-01,37.79,44.56,0,1,784.1381,1.2970848,0.75753117,-6.4558999999999855,4.809998,37.79,44.56,u10
2013-03-01,37.79,44.56,0,1,784.4656,1.2555618,0.9834645,1.2814000000000192,1.8002386,37.79,44.56,u10
2013-03-01,37.54,44.81,0,1,803.2206,1.2867508,1.0362294,2.498199999999997,1.8059607,37.54,44.81,u10
2013-03-01,37.29,44.81,0,1,794.1505999999999,1.3090897,0.9151356,1.643700000000024,3.1313295,37.29,44.81,u10
2013-09-01,37.79,44.31,0,1,763.57,1.370126,1.2798544,13.60537000000005,0.16906416999999999,37.79,44.31,u10
2013-09-01,37.54,44.56,0,1,780.45,1.3685696,1.2345358,15.024800000000027,0.23356384,37.54,44.56,u10
2013-09-01,37.29,44.81,0,1,796.5,1.5183804,1.1492392,16.751860000000022,0.12488222,37.29,44.81,u10
2013-09-01,37.04,44.81,0,1,815.675,1.4684231,0.83078825,18.169820000000016,0.091682436,37.04,44.81,u10
2013-12-01,36.29,44.06,0,1,956.1605999999999,-1.5193243,-0.29145432,5.30215000000004,3.6177498,36.29,44.06,u10
2014-04-01,37.79,44.31,0,1,762.5625,1.4935703,1.1777601,4.613430000000051,1.0372221,37.79,44.31,u10
2014-04-01,37.79,44.56,0,1,787.0825,1.4230137,1.0923109,6.87124,1.0483086,37.79,44.56,u10
2014-04-01,37.54,44.56,0,1,779.9675,1.3945103,1.1468763,5.955700000000036,1.2298046999999999,37.54,44.56,u10
2014-04-01,37.54,44.81,0,1,805.4775,1.390604,1.174922,8.418600000000026,0.8664548,37.54,44.81,u10
2014-04-01,37.29,44.81,0,1,796.5375,1.5291538,1.1172743,7.573880000000031,1.0899722,37.29,44.81,u10
2014-09-01,37.29,44.81,0,1,796.95,1.3827071,1.0889006,17.821920000000034,0.33327454,37.29,44.81,u10
2014-09-01,37.04,44.81,0,1,816.1,1.4319015,0.8274565,19.186180000000036,0.20378344999999998,37.04,44.81,u10
2014-09-01,36.29,43.31,0,1,972.165,1.3905807,-0.08822346,29.986000000000047,0.022883352,36.29,43.31,u10
2015-04-01,37.79,44.31,0,1,760.72,1.4361794,1.6171455,3.8702600000000302,2.2907606,37.79,44.31,u10
2015-04-01,37.79,44.56,0,1,785.3,1.4818337,1.5116768,6.623680000000036,1.7456166,37.79,44.56,u10
2015-04-01,37.79,44.81,0,1,816.995,1.2937539,1.5093575,9.768700000000024,1.0875812999999999,37.79,44.81,u10
2015-04-01,37.54,44.56,0,1,778.275,1.4614785,1.5072212,5.273580000000038,2.1881214,37.54,44.56,u10
2015-04-01,37.54,44.81,0,1,803.83,1.4801857,1.6233711,8.048000000000002,1.4435402,37.54,44.81,u10
2015-04-01,37.29,44.81,0,1,794.995,1.6498024,1.4284859,6.69106000000005,2.515947,37.29,44.81,u10
2015-04-01,37.04,44.81,0,1,815.005,1.3904641,1.0040474,8.246730000000014,3.1801811,37.04,44.81,u10
