valid_time;u10
1.07.2008 00:00:00;-0,0116252
1.08.2008 00:00:00;-0,2264764
1.09.2008 00:00:00;-0,1805416
1.10.2008 00:00:00;-0,4727546
1.11.2008 00:00:00;-0,5711187
1.12.2008 00:00:00;-0,8591166
1.01.2009 00:00:00;-0,8503473
1.02.2009 00:00:00;-0,8966990
1.03.2009 00:00:00;-0,7924905
1.04.2009 00:00:00;-0,4446090
1.05.2009 00:00:00;-0,1941841
1.06.2009 00:00:00;-0,3993751
1.07.2009 00:00:00;-0,0652928
1.08.2009 00:00:00;-0,1183622
1.09.2009 00:00:00;-0,1905679
1.10.2009 00:00:00;-0,4829839
1.11.2009 00:00:00;-0,5511664
1.12.2009 00:00:00;-0,7878170
1.01.2010 00:00:00;-0,9774714
1.02.2010 00:00:00;-0,6207924
1.03.2010 00:00:00;-0,5846105
1.04.2010 00:00:00;-0,5413932
1.05.2010 00:00:00;-0,3830289
1.06.2010 00:00:00;-0,2533699
1.07.2010 00:00:00;-0,1754555
1.08.2010 00:00:00;-0,1732052
1.09.2010 00:00:00;-0,2410957
1.10.2010 00:00:00;-0,5726293
1.11.2010 00:00:00;-0,6581020
1.12.2010 00:00:00;-0,9578066
1.01.2011 00:00:00;-0,6845406
1.02.2011 00:00:00;-0,8764544
1.03.2011 00:00:00;-0,7026510
1.04.2011 00:00:00;-0,7430029
1.05.2011 00:00:00;-0,2817136
1.06.2011 00:00:00;-0,1141641
1.07.2011 00:00:00;-0,1707984
1.08.2011 00:00:00;-0,0755503
1.09.2011 00:00:00;-0,2862831
1.10.2011 00:00:00;-0,4123273
1.11.2011 00:00:00;-0,6105606
1.12.2011 00:00:00;-0,8289738
1.01.2012 00:00:00;-0,8192244
1.02.2012 00:00:00;-1,0056696
1.03.2012 00:00:00;-0,6993887
1.04.2012 00:00:00;-0,5761471
1.05.2012 00:00:00;-0,3984832
1.06.2012 00:00:00;-0,0772699
1.07.2012 00:00:00;-0,0830415
1.08.2012 00:00:00;-0,2193617
1.09.2012 00:00:00;-0,2397476
1.10.2012 00:00:00;-0,4708706
1.11.2012 00:00:00;-0,5452221
1.12.2012 00:00:00;-0,8949766
1.01.2013 00:00:00;-1,0170012
1.02.2013 00:00:00;-0,7256786
1.03.2013 00:00:00;-0,6763019
1.04.2013 00:00:00;-0,4987271
1.05.2013 00:00:00;-0,2232218
1.06.2013 00:00:00;-0,0518427
1.07.2013 00:00:00;-0,0223426
1.08.2013 00:00:00;-0,0911360
1.09.2013 00:00:00;-0,0999400
1.10.2013 00:00:00;-0,4865586
1.11.2013 00:00:00;-0,4838111
1.12.2013 00:00:00;-1,0331306
1.01.2014 00:00:00;-0,8174745
1.02.2014 00:00:00;-0,6359629
1.03.2014 00:00:00;-0,6032921
1.04.2014 00:00:00;-0,4773557
1.05.2014 00:00:00;-0,3689970
1.06.2014 00:00:00;-0,0092578
1.07.2014 00:00:00;-0,0711980
1.08.2014 00:00:00;-0,1454278
1.09.2014 00:00:00;-0,1791742
1.10.2014 00:00:00;-0,4962195
1.11.2014 00:00:00;-0,6252123
1.12.2014 00:00:00;-0,6743255
1.01.2015 00:00:00;-1,0800753
1.02.2015 00:00:00;-0,7439997
1.03.2015 00:00:00;-0,5215492
1.04.2015 00:00:00;-0,3853618
1.05.2015 00:00:00;-0,3144573
1.06.2015 00:00:00;-0,2489098
1.07.2015 00:00:00;0,0074539
1.08.2015 00:00:00;-0,2200906
1.09.2015 00:00:00;-0,3121067
1.10.2015 00:00:00;-0,5276144
1.11.2015 00:00:00;-0,5387756
1.12.2015 00:00:00;-0,7959061
1.01.2016 00:00:00;-0,9516621
1.02.2016 00:00:00;-0,7622051
1.03.2016 00:00:00;-0,5491468
1.04.2016 00:00:00;-0,4518861
1.05.2016 00:00:00;-0,3522554
1.06.2016 00:00:00;-0,2157626
1.07.2016 00:00:00;-0,0056462
1.08.2016 00:00:00;-0,1229591
1.09.2016 00:00:00;-0,0216401
1.10.2016 00:00:00;-0,4570711
1.11.2016 00:00:00;-0,5926823
1.12.2016 00:00:00;-0,8081560
1.01.2017 00:00:00;-0,9288759
1.02.2017 00:00:00;-0,6345535
1.03.2017 00:00:00;-0,6166668
1.04.2017 00:00:00;-0,3918834
1.05.2017 00:00:00;-0,3449035
1.06.2017 00:00:00;0,0032109
1.07.2017 00:00:00;-0,1554642
1.08.2017 00:00:00;-0,1507651
1.09.2017 00:00:00;-0,2863808
1.10.2017 00:00:00;-0,3620187
1.11.2017 00:00:00;-0,5934271
1.12.2017 00:00:00;-0,8764467
1.01.2018 00:00:00;-0,8659945
1.02.2018 00:00:00;-0,4897962
1.03.2018 00:00:00;-0,5642616
1.04.2018 00:00:00;-0,4214569
1.05.2018 00:00:00;-0,4407926
1.06.2018 00:00:00;-0,2193465
1.07.2018 00:00:00;-0,1522439
1.08.2018 00:00:00;-0,1852562
1.09.2018 00:00:00;-0,3249858
1.10.2018 00:00:00;-0,6038743
1.11.2018 00:00:00;-0,5342820
1.12.2018 00:00:00;-0,7920656
1.01.2019 00:00:00;-1,0464211
1.02.2019 00:00:00;-0,7332371
1.03.2019 00:00:00;-0,7051592
1.04.2019 00:00:00;-0,4713280
1.05.2019 00:00:00;-0,2994113
1.06.2019 00:00:00;-0,0076834
1.07.2019 00:00:00;0,0449841
1.08.2019 00:00:00;-0,0583836
1.09.2019 00:00:00;-0,1822967
1.10.2019 00:00:00;-0,4197510
1.11.2019 00:00:00;-0,5927030
1.12.2019 00:00:00;-0,8014908
1.01.2020 00:00:00;-0,7533131
1.02.2020 00:00:00;-0,7263680
1.03.2020 00:00:00;-0,7025566
1.04.2020 00:00:00;-0,4002461
1.05.2020 00:00:00;-0,3288601
1.06.2020 00:00:00;-0,1814161
1.07.2020 00:00:00;-0,1490589
1.08.2020 00:00:00;-0,0883785
1.09.2020 00:00:00;-0,2109144
1.10.2020 00:00:00;-0,3806013
1.11.2020 00:00:00;-0,5926380
1.12.2020 00:00:00;-0,6832556
1.01.2021 00:00:00;-0,8843479
1.02.2021 00:00:00;-0,7016930
1.03.2021 00:00:00;-0,5776764
1.04.2021 00:00:00;-0,4314321
1.05.2021 00:00:00;-0,1358775
1.06.2021 00:00:00;0,1841265
1.07.2021 00:00:00;0,0044720
1.08.2021 00:00:00;-0,2325059
1.09.2021 00:00:00;-0,0531609
1.10.2021 00:00:00;-0,4832664
1.11.2021 00:00:00;-0,5846416
1.12.2021 00:00:00;-0,8359718
1.01.2022 00:00:00;-0,8686743
1.02.2022 00:00:00;-0,8161715
1.03.2022 00:00:00;-0,6815200
1.04.2022 00:00:00;-0,4604639
1.05.2022 00:00:00;-0,0995175
1.06.2022 00:00:00;-0,0225622
1.07.2022 00:00:00;-0,0506520
1.08.2022 00:00:00;-0,1196661
1.09.2022 00:00:00;-0,1104383
1.10.2022 00:00:00;-0,5556433
1.11.2022 00:00:00;-0,5860559
1.12.2022 00:00:00;-0,5161968
1.01.2023 00:00:00;-0,4795868
1.02.2023 00:00:00;-0,7339077
1.03.2023 00:00:00;-0,6459198
1.04.2023 00:00:00;-0,6174593
1.05.2023 00:00:00;-0,3426742
1.06.2023 00:00:00;-0,0424980
1.07.2023 00:00:00;0,0987267
1.08.2023 00:00:00;-0,0195794
1.09.2023 00:00:00;-0,2038864
1.10.2023 00:00:00;-0,5553006
1.11.2023 00:00:00;-0,6246162
1.12.2023 00:00:00;-0,7131671
1.01.2024 00:00:00;-0,7134247
1.02.2024 00:00:00;-0,7314326
1.03.2024 00:00:00;-0,6348431
1.04.2024 00:00:00;-0,5097497
1.05.2024 00:00:00;-0,4543892
1.06.2024 00:00:00;-0,1197858
1.07.2024 00:00:00;-0,0213571
1.08.2024 00:00:00;-0,0041400
1.09.2024 00:00:00;-0,2037776
1.10.2024 00:00:00;-0,2643419
1.11.2024 00:00:00;-0,4992809
