valid_time;v10
1.04.2010 00:00:00;0,1557952
1.05.2010 00:00:00;0,0860368
1.06.2010 00:00:00;0,3070199
1.07.2010 00:00:00;0,1938016
1.08.2010 00:00:00;0,0055060
1.09.2010 00:00:00;0,2075366
1.10.2010 00:00:00;0,2359002
1.11.2010 00:00:00;-0,2637119
1.12.2010 00:00:00;0,1323786
1.01.2011 00:00:00;0,0554895
1.02.2011 00:00:00;0,0942627
1.03.2011 00:00:00;-0,0789751
1.04.2011 00:00:00;0,6347367
1.05.2011 00:00:00;0,0615639
1.06.2011 00:00:00;0,0788368
1.07.2011 00:00:00;0,1280716
1.08.2011 00:00:00;0,1658915
1.09.2011 00:00:00;0,1007412
1.10.2011 00:00:00;-0,0184373
1.11.2011 00:00:00;-0,1946250
1.12.2011 00:00:00;0,0764894
1.01.2012 00:00:00;0,3889037
1.02.2012 00:00:00;0,1996889
1.03.2012 00:00:00;-0,0964044
1.04.2012 00:00:00;-0,0302989
1.05.2012 00:00:00;0,3380634
1.06.2012 00:00:00;-0,2492492
1.07.2012 00:00:00;-0,0009666
1.08.2012 00:00:00;0,5521602
1.09.2012 00:00:00;-0,0626299
1.10.2012 00:00:00;0,1340909
1.11.2012 00:00:00;-0,0344468
1.12.2012 00:00:00;0,2235394
1.01.2013 00:00:00;0,2547131
1.02.2013 00:00:00;0,3142240
1.03.2013 00:00:00;0,3561639
1.04.2013 00:00:00;0,0659993
1.05.2013 00:00:00;-0,2412689
1.06.2013 00:00:00;-0,1856630
1.07.2013 00:00:00;0,4630551
1.08.2013 00:00:00;0,2617743
1.09.2013 00:00:00;0,4850862
1.10.2013 00:00:00;0,0784364
1.11.2013 00:00:00;-0,0186851
1.12.2013 00:00:00;-0,1826630
1.01.2014 00:00:00;-0,0199900
1.02.2014 00:00:00;-0,1681128
1.03.2014 00:00:00;0,2742475
1.04.2014 00:00:00;0,2693219
1.05.2014 00:00:00;0,1880682
1.06.2014 00:00:00;0,1112358
1.07.2014 00:00:00;0,4287389
1.08.2014 00:00:00;0,5763692
1.09.2014 00:00:00;0,6650446
1.10.2014 00:00:00;-0,0017402
1.11.2014 00:00:00;-0,0029963
1.12.2014 00:00:00;0,0353686
1.01.2015 00:00:00;0,2185202
1.02.2015 00:00:00;0,3636656
1.03.2015 00:00:00;0,3253205
1.04.2015 00:00:00;0,6360240
1.05.2015 00:00:00;0,0593256
1.06.2015 00:00:00;0,7351595
1.07.2015 00:00:00;0,0098717
1.08.2015 00:00:00;0,5019709
1.09.2015 00:00:00;0,0129406
1.10.2015 00:00:00;0,0024518
1.11.2015 00:00:00;-0,0057269
1.12.2015 00:00:00;-0,2491035
1.01.2016 00:00:00;0,3335664
1.02.2016 00:00:00;-0,0652218
1.03.2016 00:00:00;0,4560516
1.04.2016 00:00:00;0,1020093
1.05.2016 00:00:00;0,3864685
1.06.2016 00:00:00;-0,0149660
1.07.2016 00:00:00;0,1696601
1.08.2016 00:00:00;0,1938915
1.09.2016 00:00:00;0,1909555
1.10.2016 00:00:00;0,0166811
1.11.2016 00:00:00;-0,1081747
1.12.2016 00:00:00;0,1439705
1.01.2017 00:00:00;0,0628195
1.02.2017 00:00:00;-0,2940302
1.03.2017 00:00:00;0,2038035
1.04.2017 00:00:00;0,2623186
1.05.2017 00:00:00;0,3283167
1.06.2017 00:00:00;0,0949115
1.07.2017 00:00:00;0,1507835
1.08.2017 00:00:00;0,5358090
1.09.2017 00:00:00;0,0661538
1.10.2017 00:00:00;0,1152688
1.11.2017 00:00:00;0,0196706
1.12.2017 00:00:00;0,1706972
1.01.2018 00:00:00;0,2116730
1.02.2018 00:00:00;0,2094246
1.03.2018 00:00:00;0,5400614
1.04.2018 00:00:00;0,0379119
1.05.2018 00:00:00;0,1158914
1.06.2018 00:00:00;0,3014601
1.07.2018 00:00:00;0,6265504
1.08.2018 00:00:00;0,4569738
1.09.2018 00:00:00;0,2441298
1.10.2018 00:00:00;0,0230713
1.11.2018 00:00:00;0,0639147
1.12.2018 00:00:00;0,4562137
1.01.2019 00:00:00;0,3612061
1.02.2019 00:00:00;-0,0134771
1.03.2019 00:00:00;0,1121662
1.04.2019 00:00:00;0,3893259
1.05.2019 00:00:00;0,0668034
1.06.2019 00:00:00;0,3186447
1.07.2019 00:00:00;0,4310501
1.08.2019 00:00:00;0,2088189
1.09.2019 00:00:00;0,4075590
1.10.2019 00:00:00;0,0536030
1.11.2019 00:00:00;-0,0166960
1.12.2019 00:00:00;0,2835875
1.01.2020 00:00:00;-0,0521145
1.02.2020 00:00:00;0,1513674
1.03.2020 00:00:00;0,2460630
1.04.2020 00:00:00;0,2349779
1.05.2020 00:00:00;0,0171965
1.06.2020 00:00:00;0,2890669
1.07.2020 00:00:00;-0,0241507
1.08.2020 00:00:00;-0,0866603
1.09.2020 00:00:00;0,0194075
1.10.2020 00:00:00;-0,0583208
1.11.2020 00:00:00;0,0546861
1.12.2020 00:00:00;-0,0918980
1.01.2021 00:00:00;0,2190126
1.02.2021 00:00:00;0,0763111
1.03.2021 00:00:00;0,4389799
1.04.2021 00:00:00;0,2894309
1.05.2021 00:00:00;0,2708125
1.06.2021 00:00:00;0,9074962
1.07.2021 00:00:00;0,5600328
1.08.2021 00:00:00;0,5043683
1.09.2021 00:00:00;0,5023847
1.10.2021 00:00:00;0,1129290
1.11.2021 00:00:00;-0,1940158
1.12.2021 00:00:00;0,1648981
1.01.2022 00:00:00;0,1207914
1.02.2022 00:00:00;-0,0202446
1.03.2022 00:00:00;0,4590013
1.04.2022 00:00:00;0,2176201
1.05.2022 00:00:00;-0,1134059
1.06.2022 00:00:00;0,5901678
1.07.2022 00:00:00;0,1158223
1.08.2022 00:00:00;0,6819973
1.09.2022 00:00:00;0,1863916
1.10.2022 00:00:00;0,1970268
1.11.2022 00:00:00;-0,0288280
1.12.2022 00:00:00;-0,1690602
1.01.2023 00:00:00;-0,0275354
1.02.2023 00:00:00;-0,0105487
1.03.2023 00:00:00;0,7510356
1.04.2023 00:00:00;0,5234621
1.05.2023 00:00:00;0,2990863
1.06.2023 00:00:00;0,5195531
1.07.2023 00:00:00;0,2017618
1.08.2023 00:00:00;0,2293259
1.09.2023 00:00:00;0,3349686
1.10.2023 00:00:00;-0,0057978
1.11.2023 00:00:00;0,3639153
1.12.2023 00:00:00;0,0819075
1.01.2024 00:00:00;0,2242126
1.02.2024 00:00:00;-0,0641116
1.03.2024 00:00:00;0,2611069
1.04.2024 00:00:00;0,0511731
1.05.2024 00:00:00;0,3691461
1.06.2024 00:00:00;-0,3770667
1.07.2024 00:00:00;0,0909899
1.08.2024 00:00:00;0,1544816
1.09.2024 00:00:00;0,2587262
1.10.2024 00:00:00;0,0069492
1.11.2024 00:00:00;0,1053871
