valid_time,latitude,longitude,number,expver,tp
1940-02-01 06:00:00,36.54,43.56,0,0001,0.002816285
1940-02-01 06:00:00,36.54,43.81,0,0001,0.0038725985
1940-02-01 06:00:00,36.54,44.06,0,0001,0.004944767
1940-02-01 06:00:00,36.54,44.31,0,0001,0.0061326874
1940-02-01 06:00:00,36.54,44.56,0,0001,0.0067619933
1940-02-01 06:00:00,36.54,44.81,0,0001,0.0071607484
1940-02-01 06:00:00,36.29,43.31,0,0001,0.001995529
1940-02-01 06:00:00,36.29,43.56,0,0001,0.0025336398
1940-02-01 06:00:00,36.29,43.81,0,0001,0.0030613793
1940-02-01 06:00:00,36.29,44.06,0,0001,0.0039854897
1940-02-01 06:00:00,36.29,44.31,0,0001,0.005348171
1940-02-01 06:00:00,36.29,44.56,0,0001,0.0061372174
1940-02-01 06:00:00,36.29,44.81,0,0001,0.0065154685
1940-03-01 06:00:00,37.79,43.31,0,0001,0.003974581
1940-03-01 06:00:00,37.79,43.56,0,0001,0.003785277
1940-03-01 06:00:00,37.79,43.81,0,0001,0.0033298975
1940-03-01 06:00:00,37.79,44.06,0,0001,0.002877379
1940-03-01 06:00:00,37.79,44.31,0,0001,0.0023057705
1940-03-01 06:00:00,37.79,44.56,0,0001,0.0018512255
1940-03-01 06:00:00,37.79,44.81,0,0001,0.001193071
1940-03-01 06:00:00,37.54,43.31,0,0001,0.0050642733
1940-03-01 06:00:00,37.54,43.56,0,0001,0.005210424
1940-03-01 06:00:00,37.54,43.81,0,0001,0.0051212553
1940-03-01 06:00:00,37.54,44.06,0,0001,0.0049790386
1940-03-01 06:00:00,37.54,44.31,0,0001,0.004267359
1940-03-01 06:00:00,37.54,44.56,0,0001,0.0030278212
1940-03-01 06:00:00,37.54,44.81,0,0001,0.0020033366
1940-03-01 06:00:00,37.29,43.31,0,0001,0.0052091125
1940-03-01 06:00:00,37.29,43.56,0,0001,0.005472088
1940-03-01 06:00:00,37.29,43.81,0,0001,0.0057400707
1940-03-01 06:00:00,37.29,44.06,0,0001,0.0059017185
1940-03-01 06:00:00,37.29,44.31,0,0001,0.0057010893
1940-03-01 06:00:00,37.29,44.56,0,0001,0.0048468355
1940-03-01 06:00:00,37.29,44.81,0,0001,0.0034290797
1940-03-01 06:00:00,37.04,43.31,0,0001,0.004333997
1940-03-01 06:00:00,37.04,43.56,0,0001,0.00500443
1940-03-01 06:00:00,37.04,43.81,0,0001,0.005368734
1940-03-01 06:00:00,37.04,44.06,0,0001,0.005409742
1940-03-01 06:00:00,37.04,44.31,0,0001,0.005075598
1940-03-01 06:00:00,37.04,44.56,0,0001,0.0049494747
1940-03-01 06:00:00,37.04,44.81,0,0001,0.004316831
1940-03-01 06:00:00,36.79,43.31,0,0001,0.0027266985
1940-03-01 06:00:00,36.79,43.56,0,0001,0.003391052
1940-03-01 06:00:00,36.79,43.81,0,0001,0.0037342554
1940-03-01 06:00:00,36.79,44.06,0,0001,0.0038168675
1940-03-01 06:00:00,36.79,44.31,0,0001,0.004326606
1940-03-01 06:00:00,36.79,44.56,0,0001,0.004869962
1940-03-01 06:00:00,36.79,44.81,0,0001,0.0051360372
1940-03-01 06:00:00,36.54,43.31,0,0001,0.0020455366
1940-03-01 06:00:00,36.54,43.56,0,0001,0.0023160225
1940-03-01 06:00:00,36.54,43.81,0,0001,0.0026507622
1940-03-01 06:00:00,36.54,44.06,0,0001,0.003162766
1940-03-01 06:00:00,36.54,44.31,0,0001,0.004007602
1940-03-01 06:00:00,36.54,44.56,0,0001,0.0050416235
1940-03-01 06:00:00,36.54,44.81,0,0001,0.0057523493
1940-03-01 06:00:00,36.29,43.31,0,0001,0.0015523678
1940-03-01 06:00:00,36.29,43.56,0,0001,0.0018211848
1940-03-01 06:00:00,36.29,43.81,0,0001,0.0021871573
1940-03-01 06:00:00,36.29,44.06,0,0001,0.0027228838
1940-03-01 06:00:00,36.29,44.31,0,0001,0.0032638556
1940-03-01 06:00:00,36.29,44.56,0,0001,0.0038397557
1940-03-01 06:00:00,36.29,44.81,0,0001,0.004578138
1940-04-01 06:00:00,37.79,43.31,0,0001,0.003386512
1940-04-01 06:00:00,37.79,43.56,0,0001,0.0030696536
1940-04-01 06:00:00,37.79,43.81,0,0001,0.0027750875
1940-04-01 06:00:00,37.79,44.06,0,0001,0.0027279998
1940-04-01 06:00:00,37.79,44.31,0,0001,0.0025152708
1940-04-01 06:00:00,37.79,44.56,0,0001,0.0026347185
1940-04-01 06:00:00,37.79,44.81,0,0001,0.0027166153
1940-04-01 06:00:00,37.54,43.31,0,0001,0.003985479
1940-04-01 06:00:00,37.54,43.56,0,0001,0.0036586071
1940-04-01 06:00:00,37.54,43.81,0,0001,0.003410473
1940-04-01 06:00:00,37.54,44.06,0,0001,0.0031982209
1940-04-01 06:00:00,37.54,44.31,0,0001,0.0028275992
1940-04-01 06:00:00,37.54,44.56,0,0001,0.002648666
1940-04-01 06:00:00,37.54,44.81,0,0001,0.002644136
1940-04-01 06:00:00,37.29,43.31,0,0001,0.0055481936
1940-04-01 06:00:00,37.29,43.56,0,0001,0.0051477696
1940-04-01 06:00:00,37.29,43.81,0,0001,0.004670396
1940-04-01 06:00:00,37.29,44.06,0,0001,0.00447382
1940-04-01 06:00:00,37.29,44.31,0,0001,0.0037577297
1940-04-01 06:00:00,37.29,44.56,0,0001,0.003354981
1940-04-01 06:00:00,37.29,44.81,0,0001,0.003008976
1940-04-01 06:00:00,37.04,43.31,0,0001,0.0059908177
1940-04-01 06:00:00,37.04,43.56,0,0001,0.006030276
1940-04-01 06:00:00,37.04,43.81,0,0001,0.005686834
1940-04-01 06:00:00,37.04,44.06,0,0001,0.005042031
1940-04-01 06:00:00,37.04,44.31,0,0001,0.0038229967
1940-04-01 06:00:00,37.04,44.56,0,0001,0.0033738161
1940-04-01 06:00:00,37.04,44.81,0,0001,0.0031427885
1940-04-01 06:00:00,36.79,43.31,0,0001,0.0038697268
1940-04-01 06:00:00,36.79,43.56,0,0001,0.0042070295
1940-04-01 06:00:00,36.79,43.81,0,0001,0.0049323584
1940-04-01 06:00:00,36.79,44.06,0,0001,0.00481452
1940-04-01 06:00:00,36.79,44.31,0,0001,0.004493847
1940-04-01 06:00:00,36.79,44.56,0,0001,0.004447236
1940-04-01 06:00:00,36.79,44.81,0,0001,0.004354253
1940-04-01 06:00:00,36.54,43.31,0,0001,0.0032569314
1940-04-01 06:00:00,36.54,43.56,0,0001,0.0036723162
1940-04-01 06:00:00,36.54,43.81,0,0001,0.0043459083
1940-04-01 06:00:00,36.54,44.06,0,0001,0.0048840786
1940-04-01 06:00:00,36.54,44.31,0,0001,0.005129292
1940-04-01 06:00:00,36.54,44.56,0,0001,0.0052426006
1940-04-01 06:00:00,36.54,44.81,0,0001,0.005107
1940-04-01 06:00:00,36.29,43.31,0,0001,0.0030300762
1940-04-01 06:00:00,36.29,43.56,0,0001,0.0033957507
1940-04-01 06:00:00,36.29,43.81,0,0001,0.003573909
1940-04-01 06:00:00,36.29,44.06,0,0001,0.003999784
1940-04-01 06:00:00,36.29,44.31,0,0001,0.0041985656
1940-04-01 06:00:00,36.29,44.56,0,0001,0.0042758132
1940-04-01 06:00:00,36.29,44.81,0,0001,0.0041072513
1940-05-01 06:00:00,37.79,43.31,0,0001,0.0013308332
1940-05-01 06:00:00,37.79,43.56,0,0001,0.0012694106
1940-05-01 06:00:00,37.79,43.81,0,0001,0.0010751889
1940-05-01 06:00:00,37.79,44.06,0,0001,0.0008588836
1940-05-01 06:00:00,37.79,44.31,0,0001,0.0008704171
1940-05-01 06:00:00,37.79,44.56,0,0001,0.00097132777
1940-05-01 06:00:00,37.79,44.81,0,0001,0.00080821966
1940-05-01 06:00:00,37.54,43.31,0,0001,0.0011428103
1940-05-01 06:00:00,37.54,43.56,0,0001,0.0011279688
1940-05-01 06:00:00,37.54,43.81,0,0001,0.001072
1940-05-01 06:00:00,37.54,44.06,0,0001,0.0010912225
1940-05-01 06:00:00,37.54,44.31,0,0001,0.0010881827
1940-05-01 06:00:00,37.54,44.56,0,0001,0.0010002658
1940-05-01 06:00:00,37.54,44.81,0,0001,0.0007693276
1940-05-01 06:00:00,37.29,43.31,0,0001,0.0010335848
1940-05-01 06:00:00,37.29,43.56,0,0001,0.0011159286
1940-05-01 06:00:00,37.29,43.81,0,0001,0.0012961135
1940-05-01 06:00:00,37.29,44.06,0,0001,0.0015142367
1940-05-01 06:00:00,37.29,44.31,0,0001,0.0012747154
1940-05-01 06:00:00,37.29,44.56,0,0001,0.0010920272
1940-05-01 06:00:00,37.29,44.81,0,0001,0.00096620177
1940-05-01 06:00:00,37.04,43.31,0,0001,0.0005869672
1940-05-01 06:00:00,37.04,43.56,0,0001,0.00071201776
1940-05-01 06:00:00,37.04,43.81,0,0001,0.000889878
1940-05-01 06:00:00,37.04,44.06,0,0001,0.0009458468
1940-05-01 06:00:00,37.04,44.31,0,0001,0.00079525565
1940-05-01 06:00:00,37.04,44.56,0,0001,0.000696759
1940-05-01 06:00:00,37.04,44.81,0,0001,0.00076977466
1940-05-01 06:00:00,36.79,43.31,0,0001,0.00016797638
1940-05-01 06:00:00,36.79,43.56,0,0001,0.0002696023
1940-05-01 06:00:00,36.79,43.81,0,0001,0.00029851054
1940-05-01 06:00:00,36.79,44.06,0,0001,0.00032983278
1940-05-01 06:00:00,36.79,44.31,0,0001,0.0004915104
1940-05-01 06:00:00,36.79,44.56,0,0001,0.00077588414
1940-05-01 06:00:00,36.79,44.81,0,0001,0.0011120245
1940-05-01 06:00:00,36.54,43.31,0,0001,4.6114685e-05
1940-05-01 06:00:00,36.54,43.56,0,0001,5.2164556e-05
1940-05-01 06:00:00,36.54,43.81,0,0001,7.96423e-05
1940-05-01 06:00:00,36.54,44.06,0,0001,0.00019485808
1940-05-01 06:00:00,36.54,44.31,0,0001,0.00047535752
1940-05-01 06:00:00,36.54,44.56,0,0001,0.00088278507
1940-05-01 06:00:00,36.54,44.81,0,0001,0.0011506483
1940-05-01 06:00:00,36.29,43.31,0,0001,2.1438362e-05
1940-05-01 06:00:00,36.29,43.56,0,0001,2.5938512e-05
1940-05-01 06:00:00,36.29,43.81,0,0001,3.782964e-05
1940-05-01 06:00:00,36.29,44.06,0,0001,0.00013754821
1940-05-01 06:00:00,36.29,44.31,0,0001,0.00031123613
1940-05-01 06:00:00,36.29,44.56,0,0001,0.00049744104
1940-05-01 06:00:00,36.29,44.81,0,0001,0.0006460056
1940-06-01 06:00:00,37.79,43.31,0,0001,0.0012885542
1940-06-01 06:00:00,37.79,43.56,0,0001,0.0013346882
1940-06-01 06:00:00,37.79,43.81,0,0001,0.0013284297
1940-06-01 06:00:00,37.79,44.06,0,0001,0.0012335093
1940-06-01 06:00:00,37.79,44.31,0,0001,0.0015722723
1940-06-01 06:00:00,37.79,44.56,0,0001,0.0016866238
1940-06-01 06:00:00,37.79,44.81,0,0001,0.0012840838
1940-06-01 06:00:00,37.54,43.31,0,0001,0.0006982298
1940-06-01 06:00:00,37.54,43.56,0,0001,0.00062950567
1940-06-01 06:00:00,37.54,43.81,0,0001,0.0005168529
1940-06-01 06:00:00,37.54,44.06,0,0001,0.0005671592
1940-06-01 06:00:00,37.54,44.31,0,0001,0.00080781296
1940-06-01 06:00:00,37.54,44.56,0,0001,0.0013796301
1940-06-01 06:00:00,37.54,44.81,0,0001,0.0012264163
1940-06-01 06:00:00,37.29,43.31,0,0001,0.00030787897
1940-06-01 06:00:00,37.29,43.56,0,0001,0.00023015452
1940-06-01 06:00:00,37.29,43.81,0,0001,0.00014351917
1940-06-01 06:00:00,37.29,44.06,0,0001,0.00018038464
1940-06-01 06:00:00,37.29,44.31,0,0001,0.000236413
1940-06-01 06:00:00,37.29,44.56,0,0001,0.00047784162
1940-06-01 06:00:00,37.29,44.81,0,0001,0.0009329231
1940-06-01 06:00:00,37.04,43.31,0,0001,0.00010987235
1940-06-01 06:00:00,37.04,43.56,0,0001,0.00013130021
1940-06-01 06:00:00,37.04,43.81,0,0001,0.00010266019
1940-06-01 06:00:00,37.04,44.06,0,0001,5.8195124e-05
1940-06-01 06:00:00,37.04,44.31,0,0001,6.445361e-05
1940-06-01 06:00:00,37.04,44.56,0,0001,0.00015487385
1940-06-01 06:00:00,37.04,44.81,0,0001,0.0005544932
1940-06-01 06:00:00,36.79,43.31,0,0001,4.0343533e-05
1940-06-01 06:00:00,36.79,43.56,0,0001,4.8807393e-05
1940-06-01 06:00:00,36.79,43.81,0,0001,4.132701e-05
1940-06-01 06:00:00,36.79,44.06,0,0001,1.5846023e-05
1940-06-01 06:00:00,36.79,44.31,0,0001,3.1402837e-05
1940-06-01 06:00:00,36.79,44.56,0,0001,0.00016104293
1940-06-01 06:00:00,36.79,44.81,0,0001,0.00050335244
1940-06-01 06:00:00,36.54,43.31,0,0001,1.2210139e-05
1940-06-01 06:00:00,36.54,43.56,0,0001,8.395442e-06
1940-06-01 06:00:00,36.54,43.81,0,0001,2.583989e-06
1940-06-01 06:00:00,36.54,44.06,0,0001,6.3390817e-06
1940-06-01 06:00:00,36.54,44.31,0,0001,3.2833348e-05
1940-06-01 06:00:00,36.54,44.56,0,0001,9.917332e-05
1940-06-01 06:00:00,36.54,44.81,0,0001,0.00026415897
1940-06-01 06:00:00,36.29,43.31,0,0001,9.91536e-06
1940-06-01 06:00:00,36.29,43.56,0,0001,5.80264e-06
1940-06-01 06:00:00,36.29,43.81,0,0001,9.15059e-07
1940-06-01 06:00:00,36.29,44.06,0,0001,5.9516515e-06
1940-06-01 06:00:00,36.29,44.31,0,0001,1.3283023e-05
1940-06-01 06:00:00,36.29,44.56,0,0001,2.8154382e-05
1940-06-01 06:00:00,36.29,44.81,0,0001,4.9194823e-05
1940-07-01 06:00:00,37.79,43.31,0,0001,4.3794513e-05
1940-07-01 06:00:00,37.79,43.56,0,0001,3.8977712e-05
1940-07-01 06:00:00,37.79,43.81,0,0001,3.913045e-05
1940-07-01 06:00:00,37.79,44.06,0,0001,5.782768e-05
1940-07-01 06:00:00,37.79,44.31,0,0001,5.653128e-05
1940-07-01 06:00:00,37.79,44.56,0,0001,4.112348e-05
1940-07-01 06:00:00,37.79,44.81,0,0001,3.5023317e-05
1940-07-01 06:00:00,37.54,43.31,0,0001,1.3958663e-05
1940-07-01 06:00:00,37.54,43.56,0,0001,1.5864149e-05
1940-07-01 06:00:00,37.54,43.81,0,0001,2.0213425e-05
1940-07-01 06:00:00,37.54,44.06,0,0001,2.6389956e-05
1940-07-01 06:00:00,37.54,44.31,0,0001,3.0523166e-05
1940-07-01 06:00:00,37.54,44.56,0,0001,4.3867156e-05
1940-07-01 06:00:00,37.54,44.81,0,0001,5.021505e-05
1940-07-01 06:00:00,37.29,43.31,0,0001,1.9818544e-06
1940-07-01 06:00:00,37.29,43.56,0,0001,4.0438026e-06
1940-07-01 06:00:00,37.29,43.81,0,0001,7.3984265e-06
1940-07-01 06:00:00,37.29,44.06,0,0001,1.0369346e-05
1940-07-01 06:00:00,37.29,44.31,0,0001,9.760261e-06
1940-07-01 06:00:00,37.29,44.56,0,0001,2.267398e-05
1940-07-01 06:00:00,37.29,44.81,0,0001,7.124618e-05
1940-07-01 06:00:00,37.04,43.31,0,0001,3.054738e-07
1940-07-01 06:00:00,37.04,43.56,0,0001,7.6182187e-07
1940-07-01 06:00:00,37.04,43.81,0,0001,2.8219074e-06
1940-07-01 06:00:00,37.04,44.06,0,0001,4.194677e-06
1940-07-01 06:00:00,37.04,44.31,0,0001,8.69669e-06
1940-07-01 06:00:00,37.04,44.56,0,0001,1.1518598e-05
1940-07-01 06:00:00,37.04,44.81,0,0001,3.7994236e-05
1940-07-01 06:00:00,36.79,43.31,0,0001,0.0
1940-07-01 06:00:00,36.79,43.56,0,0001,3.054738e-07
1940-07-01 06:00:00,36.79,43.81,0,0001,3.054738e-07
1940-07-01 06:00:00,36.79,44.06,0,0001,1.3727695e-06
1940-07-01 06:00:00,36.79,44.31,0,0001,2.8219074e-06
1940-07-01 06:00:00,36.79,44.56,0,0001,4.656613e-06
1940-07-01 06:00:00,36.79,44.81,0,0001,1.1365861e-05
1940-07-01 06:00:00,36.54,43.31,0,0001,0.0
1940-07-01 06:00:00,36.54,43.56,0,0001,0.0
1940-07-01 06:00:00,36.54,43.81,0,0001,0.0
1940-07-01 06:00:00,36.54,44.06,0,0001,0.0
1940-07-01 06:00:00,36.54,44.31,0,0001,3.054738e-07
1940-07-01 06:00:00,36.54,44.56,0,0001,3.054738e-07
1940-07-01 06:00:00,36.54,44.81,0,0001,2.2873282e-06
1940-07-01 06:00:00,36.29,43.31,0,0001,0.0
1940-07-01 06:00:00,36.29,43.56,0,0001,0.0
1940-07-01 06:00:00,36.29,43.81,0,0001,0.0
1940-07-01 06:00:00,36.29,44.06,0,0001,0.0
1940-07-01 06:00:00,36.29,44.31,0,0001,0.0
1940-07-01 06:00:00,36.29,44.56,0,0001,0.0
1940-07-01 06:00:00,36.29,44.81,0,0001,0.0
1940-08-01 06:00:00,37.79,43.31,0,0001,5.644746e-06
1940-08-01 06:00:00,37.79,43.56,0,0001,1.144968e-05
1940-08-01 06:00:00,37.79,43.81,0,0001,1.541432e-05
1940-08-01 06:00:00,37.79,44.06,0,0001,9.917654e-06
1940-08-01 06:00:00,37.79,44.31,0,0001,1.2509525e-05
1940-08-01 06:00:00,37.79,44.56,0,0001,3.0527823e-05
1940-08-01 06:00:00,37.79,44.81,0,0001,3.2967888e-05
1940-08-01 06:00:00,37.54,43.31,0,0001,8.239411e-06
1940-08-01 06:00:00,37.54,43.56,0,0001,8.239411e-06
1940-08-01 06:00:00,37.54,43.81,0,0001,8.239411e-06
1940-08-01 06:00:00,37.54,44.06,0,0001,9.15397e-06
1940-08-01 06:00:00,37.54,44.31,0,0001,1.4492311e-05
1940-08-01 06:00:00,37.54,44.56,0,0001,1.540687e-05
1940-08-01 06:00:00,37.54,44.81,0,0001,1.5577301e-05
1940-08-01 06:00:00,37.29,43.31,0,0001,6.7139044e-06
1940-08-01 06:00:00,37.29,43.56,0,0001,4.116446e-06
1940-08-01 06:00:00,37.29,43.81,0,0001,1.2191013e-06
1940-08-01 06:00:00,37.29,44.06,0,0001,2.136454e-06
1940-08-01 06:00:00,37.29,44.31,0,0001,5.9492886e-06
1940-08-01 06:00:00,37.29,44.56,0,0001,8.848496e-06
1940-08-01 06:00:00,37.29,44.81,0,0001,7.933937e-06
1940-08-01 06:00:00,37.04,43.31,0,0001,1.5320256e-06
1940-08-01 06:00:00,37.04,43.56,0,0001,1.1139549e-05
1940-08-01 06:00:00,37.04,43.81,0,0001,1.1590309e-05
1940-08-01 06:00:00,37.04,44.06,0,0001,0.0
1940-08-01 06:00:00,37.04,44.31,0,0001,1.8337741e-06
1940-08-01 06:00:00,37.04,44.56,0,0001,9.459443e-06
1940-08-01 06:00:00,37.04,44.81,0,0001,1.2507662e-05
1940-08-01 06:00:00,36.79,43.31,0,0001,9.154901e-07
1940-08-01 06:00:00,36.79,43.56,0,0001,5.643815e-06
1940-08-01 06:00:00,36.79,43.81,0,0001,4.7283247e-06
1940-08-01 06:00:00,36.79,44.06,0,0001,3.0733645e-07
1940-08-01 06:00:00,36.79,44.31,0,0001,3.204681e-06
1940-08-01 06:00:00,36.79,44.56,0,0001,5.643815e-06
1940-08-01 06:00:00,36.79,44.81,0,0001,5.643815e-06
1940-08-01 06:00:00,36.54,43.31,0,0001,6.100163e-07
1940-08-01 06:00:00,36.54,43.56,0,0001,6.100163e-07
1940-08-01 06:00:00,36.54,43.81,0,0001,0.0
1940-08-01 06:00:00,36.54,44.06,0,0001,0.0
1940-08-01 06:00:00,36.54,44.31,0,0001,6.100163e-07
1940-08-01 06:00:00,36.54,44.56,0,0001,6.100163e-07
1940-08-01 06:00:00,36.54,44.81,0,0001,6.100163e-07
1940-08-01 06:00:00,36.29,43.31,0,0001,0.0
1940-08-01 06:00:00,36.29,43.56,0,0001,0.0
1940-08-01 06:00:00,36.29,43.81,0,0001,0.0
1940-08-01 06:00:00,36.29,44.06,0,0001,0.0
1940-08-01 06:00:00,36.29,44.31,0,0001,0.0
1940-08-01 06:00:00,36.29,44.56,0,0001,0.0
1940-08-01 06:00:00,36.29,44.81,0,0001,0.0
1940-09-01 06:00:00,37.79,43.31,0,0001,0.00018301606
1940-09-01 06:00:00,37.79,43.56,0,0001,0.00023294985
1940-09-01 06:00:00,37.79,43.81,0,0001,0.00024003536
1940-09-01 06:00:00,37.79,44.06,0,0001,0.0002129376
1940-09-01 06:00:00,37.79,44.31,0,0001,0.00033227354
1940-09-01 06:00:00,37.79,44.56,0,0001,0.00048480928
1940-09-01 06:00:00,37.79,44.81,0,0001,0.00046574324
1940-09-01 06:00:00,37.54,43.31,0,0001,0.00011455268
1940-09-01 06:00:00,37.54,43.56,0,0001,9.076297e-05
1940-09-01 06:00:00,37.54,43.81,0,0001,6.7435205e-05
1940-09-01 06:00:00,37.54,44.06,0,0001,8.299202e-05
1940-09-01 06:00:00,37.54,44.31,0,0001,0.00013805926
1940-09-01 06:00:00,37.54,44.56,0,0001,0.00023772568
1940-09-01 06:00:00,37.54,44.81,0,0001,0.00026454031
1940-09-01 06:00:00,37.29,43.31,0,0001,7.5683e-05
1940-09-01 06:00:00,37.29,43.56,0,0001,5.6140125e-05
1940-09-01 06:00:00,37.29,43.81,0,0001,2.9750168e-05
1940-09-01 06:00:00,37.29,44.06,0,0001,2.4788082e-05
1940-09-01 06:00:00,37.29,44.31,0,0001,3.2417476e-05
1940-09-01 06:00:00,37.29,44.56,0,0001,8.495897e-05
1940-09-01 06:00:00,37.29,44.81,0,0001,0.0003259182
1940-09-01 06:00:00,37.04,43.31,0,0001,2.8677285e-05
1940-09-01 06:00:00,37.04,43.56,0,0001,2.257526e-05
1940-09-01 06:00:00,37.04,43.81,0,0001,7.2419643e-06
1940-09-01 06:00:00,37.04,44.06,0,0001,6.6310167e-06
1940-09-01 06:00:00,37.04,44.31,0,0001,1.4796853e-05
1940-09-01 06:00:00,37.04,44.56,0,0001,1.937151e-05
1940-09-01 06:00:00,37.04,44.81,0,0001,0.00015088171
1940-09-01 06:00:00,36.79,43.31,0,0001,5.26011e-06
